Comment,is_positive
Flawless No issues with anything. I love cryptic crosswords and this makes it so easy to enjoy them.,1
LOVE IT I love this app so much because my baby cousin always likes to play on my phone and I saw this app and I install it and he said I LOVE THIS APP,1
Horn I really love it actually I don't gust love it I super doper love it,1
Bosan Boleh tak lain kali main game ne tk pyh nak beli pakai point..cuma pakai duit jer..tak enjoy lah main kalau macam ini.,0
"Good realistic game App works well,  but it would be good to be able to play a full match in this version",1
moose brain Caterpillars and poop,1
"Account erased I see a lot of people in the comments of this game saying that their account has been erased or deleted. I just logged in now, and my account wasn't deleted.",1
Amazazing I LOVED IT graphics are good and it's almost as good as the Lego star wars 3 the clone wars for my Wii,1
Poorly worded questions Many questions have ambiguous meaning or multiple answers which would be correct. It's worth playing for free but don't buy.,0
Game is rigged The higher you go in career your defence becomes less responsive. Think the idea is to make us shell out more money in upgrades. Not ethical.,0
Didn't work properly.,0
Good Like its clearity but the wide runs should also be added,1
Dont spend your money Game lags really bad. Other players can make moves while your doing your moves. Its a waste of money. It looses connection when trying get in on a table.,0
Really awesome Its fun like the other games made by  Mdickie the ones saying it sucks it's not working ur making it self look stupid while were enjoying the game,1
Great app. User friendly. Does what it says,1
"I love this app It's very realistic,except one slight issue about the gun names that are not accurate,but I can change the name.Anyway Great Job",1
Great app Works great,1
Unusable At this stage the app is unusable. Many graphics and layout changes needed later. Now functionality needs to work. One can't directly import a Web app into a mobile app.,0
"can't restore my mone purchases I bought 7 of the 5,000,000 coin packs and then my tablet broke so I got a new one 'the same model' but then couldn't restore my 7 coin pack purchases",0
CRASHED Hahaha I just landed my aircraft safely and then boom From an incoming aircraft. I think a rader with the capability to spot other aircraft is much needed. Also add cockpit view. Your game is awesome,0
"Horrible Download the game, and unable to open to even attempt to play",0
What for This game doesn't load I don't think anyone will like it,0
Cake maker Making  cake,1
"Awesome Only deal or no deal on android, game trick to win always choose white chicks because they always have higher money in bank",1
What a waste This app went from good to bad to ugly don't like it it sucks when after the call you discover that you didn't just loos the call but you also lost your money spent on this piece of dooo daah,0
Bullshit Crap crap crap,0
Wouldn't buy coins Game barely ever lands on anything so I wouldn't waste my money buying coins. I usually buy coins for every game I download but wouldn't waste my time on this one...,0
Table top racing This game is awesome. Graphics are fantastic. Both me and my kids love it. Time for a high quality wipe out style game now. Keep up the good work guys ,1
Crashes fixed,1
keren abissssss loved it enak banget pake app INI gak perlu repot repok ke took buku liat aja disini lagian komik disini bagus bagus Dan berwarna keren deh pokonya,1
"Its just a time waste.. sometimes you loose 80,00,000 but not even can declare one time.. you will not get better cards..",0
Perfect I wish there were a petstore but its awesome,1
Scary as shiz On night 2 when I lost bonnie with the cameras I shut the app down so fast my tablet was like turn me off right now because you ran like a biatch,1
Good need some looking like cricbuzz app,1
Can not install on galaxy tab 4 7.0,0
Wtf Have no clue what you guys did to it but this game is terrible now. Was originally amazing idky you changed it to this crap. This game is now a total waste of time.,0
Player are just too slow Slow players have ruined the game it takes almost 90 secs every turn that makes games almost 20 min. I wish they'd had a fast mode I'd pay for that but the game is ruined completely by people not being attentive,0
Jordans and 23 Well I love this because I could get my shos so I can put for every day when I go to a place,1
"Perfect App, Question can it be imported onto a laptop The app works almost perfectly, I've enjoyed it a lot  One note In the graphics not the same speeds appear as in the lists  One question Is there a way to save, open, compare skidays on a laptop",1
"Addictive Engaging and inventive game, that requires tactical thinking, and a bit of world knowledge. I really like the way you can earn extra abilities, or if you are weak you can unlock them for cash. Love the expansion packs.",1
"Its challenging Its hard, the last level, I can't defeat ice king, I dunno how to defeat ice king",1
Thanks 5 Thanks,0
Love Awsum,1
Luv this game would like to win the. Bigger prizes more often on spins and slots but still like it,1
Sooooooo cool app It gives me free internet balance you should also download this app,1
Wouldn't work would like a refund. Tried to install this for my daughter several times each time it wouldn't load so now I just want a refund.,0
"Aplikasi bagus Udah bagus, cuma kadang ada crash tapi itu ga sering si.. N masih ada beberpa yg ga kebuka.. Kembangin terus.. Good job",1
"Game stopped loading Never had a problem with this game, but today the game will not load Had in app purchases and now the game won't work",0
Progression sucks Seriously.  6 hours wait between training Everything is too expensive for rewards given.  Fix the progression of the boxer.,0
"Amazing As an old school gamer and lover of Game boy, great job Amazing controls, fully customizable, exactly like an old Game boy.",1
Very few states are involved.improvise ur database,0
Slow game play but good when you get into it ,0
"Over the moon, John. Respect for this mini football sim classic. A significant improvement on the original and that was quality",1
Best ever Its very cute and it kind of reminds me of sim city but pets,1
Hated it WHAT horrible game Do not like it's horrible I can't get any of the prizes I put this one it is not the one I put that it is not the one.,0
